date,customer_name,review_text,review_rating,verified_purchase,ladder_type,size
2024-04-27,Tharini,,4,True,step ladder,10ft
2024-10-05,Jessica,Not happy with the stability; it wobbles a bit,2,True,step ladder,10ft
2023-03-06,Shashika Wijesinghe,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,12ft
2024-12-05,Amelia Mahendran,The ladder feels a bit shakyNot worth the price,2,True,step ladder,8ft
2024-09-09,Zane Martin,"Good product, works as expected",4,True,,7ft
2024-02-28,,Not satisfied. Expected better build quality.,2,False,step ladder,4ft
2023-05-31,Ruwani,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,20ft
2024-09-16,Tharini,The ladder feels a bit shakyNot worth the price,2,False,step ladder,5ft
2024-04-14,Saniya De Silva,good,4,True,,8ft
2023-09-12,Emma Senanayake,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,20ft
2024-03-11,Saniya,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,12ft
2024-09-15,Lucas Gomes,,3,True,step ladder,5ft
2023-12-09,Jessica,The quality is excellent; I feel safe using it,4,False,multi-purpose ladder,12ft
2024-06-04,Nishan Senanayake,Easy to fold and store. Perfect for my small space!,4,False,,6ft
2023-03-08,Tharini De Silva,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,20ft
2023-07-10,Tharini Chandrasiri,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,16ft
2024-06-07,Ajantha,good product,4,True,,7ft
2023-12-10,W. Thompson,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,20ft
2023-06-23,Shashika,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,12ft
2023-06-23,,Not satisfied. Expected better build quality.,1,True,step ladder,5ft
2024-02-23,Benjamin,,3,False,,12ft
2023-07-19,Maya,Not happy with the stability; it wobbles a bit,1,True,step ladder,6ft
2024-12-23,Tess Perera,Not satisfied. Expected better build quality.,2,True,,7ft
2023-08-27,Rohan,The ladder feels a bit shakyNot worth the price,2,False,multi-purpose ladder,20ft
2024-03-07,A.K. De Silva,,3,False,multi-purpose ladder,20ft
2023-02-16,Sophie Ratnayake,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,16ft
2024-07-24,,"Good product, works as expected",3,True,multi-purpose ladder,20ft
2023-02-20,Shashika Perera,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,10ft
2023-12-23,Amelia Senanayake,The ladder feels a bit shakyNot worth the price,1,True,step ladder,10ft
2024-01-18,Tilan Jayasinghe,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,16ft
2023-06-08,Tess Fernando,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,7ft
2023-12-03,,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,6ft
2023-03-07,Kavindi Samarasinghe,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,20ft
2024-04-15,Grace Martin,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,20ft
2024-03-17,Ruwani,Not satisfied. Expected better build quality.,2,True,step ladder,8ft
2024-06-09,Shashika,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,20ft
2024-02-24,Chaminda Lewis,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,7ft
2023-11-15,Emma,good,3,True,step ladder,10ft
2024-06-19,Dinesh Gomes,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,
2023-08-12,Lucas Senanayake,Not satisfied. Expected better build quality.,2,True,,12ft
2024-01-05,Emma,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,12ft
2024-09-24,,The quality is excellent; I feel safe using it,4,True,multi-purpose ladder,20ft
2023-08-02,Lahiru Johnson,"Good product, works as expected",3,True,step ladder,7ft
2023-11-14,Tharini Perera,The height is just right for cleaning and painting tasks,4,True,step ladder,4ft
2024-08-08,Maya Gomes,"Some scratches were present upon delivery, but it's functional",2,True,multi-purpose ladder,
2023-03-29,Jessica Clark,Not satisfied. Expected better build quality.,2,True,step ladder,5ft
2023-02-06,Kavindi Johnson,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,16ft
2023-12-21,Tharini Fernando,"Some scratches were present upon delivery, but it's functional",2,True,step ladder,5ft
2023-06-25,Ajantha Mahendran,,4,True,step ladder,4ft
2024-09-11,James Wijesinghe,Easy to fold and store. Perfect for my small space!,4,True,step ladder,4ft
2024-08-14,Sophie,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,20ft
2024-10-05,R. Brown,Easy to fold and store. Perfect for my small space!,4,False,multi-purpose ladder,12ft
2025-01-17,Dinesh Lewis,,4,True,multi-purpose ladder,16ft
2023-08-10,Charlotte Chandrasiri,,4,False,step ladder,8ft
2024-02-13,Chaminda,Sturdy and reliable,5,True,step ladder,6ft
2025-01-16,Saman Perera,,3,True,multi-purpose ladder,16ft
2023-05-27,Chaminda,The ladder feels a bit shakyNot worth the price,1,True,step ladder,6ft
2024-12-28,Isuru Namal,,3,False,step ladder,5ft
2023-07-27,Saman Harris,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,12ft
2023-12-19,Dinesh Williams,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2023-07-23,Charlotte,Not happy with the stability; it wobbles a bit,1,True,step ladder,5ft
2023-11-10,Shashika Lewis,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,20ft
2023-04-14,Benjamin Ratnayake,This ladder is compact and easy to carry around,4,True,step ladder,10ft
2024-09-07,,"Some scratches were present upon delivery, but it's functional",1,False,multi-purpose ladder,12ft
2024-07-27,Jessica Chandrasiri,Not happy with the stability; it wobbles a bit,1,True,step ladder,5ft
2023-10-07,Tilan,Easy to fold and store. Perfect for my small space!,4,False,multi-purpose ladder,12ft
2023-04-08,Ravindu Mendis,,3,True,multi-purpose ladder,20ft
2024-06-27,Nishan,"Good product, works as expected",3,True,step ladder,6ft
2024-05-09,Lahiru,Not happy with the stability; it wobbles a bit,1,True,step ladder,10ft
2023-10-12,Isuru Martin,Not happy with the stability; it wobbles a bit,1,True,step ladder,8ft
2023-07-07,Benjamin,The height is just right for cleaning and painting tasks,4,True,step ladder,7ft
2024-11-02,A.K. Mendis,This ladder is compact and easy to carry around,4,True,step ladder,8ft
2024-04-08,Rohan De Silva,The ladder feels a bit shakyNot worth the price,2,True,step ladder,8ft
2024-08-03,,good product,4,True,step ladder,7ft
2024-06-30,Nadeesha,This ladder is compact and easy to carry around,4,True,multi-purpose ladder,12ft
2023-05-15,Dilan Chandrasiri,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,10ft
2023-01-27,W. Fernando,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,16ft
2023-10-19,Charlotte Mitchell,good,4,True,step ladder,
2024-09-11,Charlotte,Sturdy and reliable,5,True,multi-purpose ladder,20ft
2024-09-27,Emma,Easy to fold and store. Perfect for my small space!,5,True,step ladder,6ft
2024-01-05,Chaminda Martin,The height is just right for cleaning and painting tasks,3,True,multi-purpose ladder,16ft
2025-01-02,R. Roberts,The ladder feels a bit shakyNot worth the price,2,True,step ladder,10ft
2023-08-03,A.K. Brown,good product,3,True,multi-purpose ladder,16ft
2023-09-23,Saman Liyanage,good product,4,True,step ladder,6ft
2024-10-08,Nadeesha Lewis,"Good product, works as expected",3,True,step ladder,8ft
2023-09-25,Saniya Mendis,Easy to fold and store. Perfect for my small space!,4,True,step ladder,4ft
2024-01-03,Shashika Samarasinghe,Easy to fold and store. Perfect for my small space!,4,True,step ladder,8ft
2023-08-25,A.K.,The height is just right for cleaning and painting tasks,3,True,step ladder,7ft
2024-09-15,W. Brown,"Good product, works as expected",4,True,step ladder,7ft
2023-09-29,Tilan Mitchell,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,7ft
2024-08-31,Pradeep Mahendran,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,12ft
2024-01-30,R.,The ladder feels a bit shakyNot worth the price,1,True,step ladder,5ft
2024-01-25,Emma Ratnayake,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,6ft
2023-12-13,Maya,Sturdy and reliable,4,True,step ladder,7ft
2023-02-06,,Not happy with the stability; it wobbles a bit,2,True,step ladder,10ft
2024-09-17,Jessica Mahendran,,4,True,step ladder,6ft
2024-12-26,Emma Wijesinghe,The quality is excellent; I feel safe using it,3,True,step ladder,7ft
2024-01-15,James,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,16ft
2023-12-14,Nirosha Smith,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,4ft
2023-08-08,Grace Liyanage,The quality is excellent; I feel safe using it,4,True,step ladder,8ft
2023-04-04,Saniya,Sturdy and reliable,4,True,step ladder,8ft
2024-03-11,Jessica Smith,The quality is excellent; I feel safe using it,3,True,step ladder,4ft
2024-10-28,Tilan Anderson,,3,True,multi-purpose ladder,20ft
2024-03-29,Jessica Wijesinghe,,3,True,step ladder,6ft
2024-01-27,Maya,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,4ft
2024-02-08,R. Lewis,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,8ft
2023-05-01,Pradeep Thompson,The ladder feels a bit shakyNot worth the price,1,True,step ladder,
2023-05-13,Tess,The quality is excellent; I feel safe using it,4,True,step ladder,10ft
2024-01-26,,good product,4,True,step ladder,7ft
2024-03-03,Dinesh Johnson,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,12ft
2024-03-20,M. Gomes,Sturdy and reliable,5,True,step ladder,7ft
2023-03-16,Dilan,"Good product, works as expected",3,True,multi-purpose ladder,16ft
2023-02-02,Amelia,,4,True,step ladder,4ft
2024-02-24,Zane Harris,Sturdy and reliable,5,True,multi-purpose ladder,16ft
2023-04-14,Lucas Clark,"A bit heavy to handle, but overall it does the job well",4,False,,12ft
2023-11-20,Ajantha Namal,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2024-02-22,A.K.,The height is just right for cleaning and painting tasks,4,True,multi-purpose ladder,20ft
2024-06-13,Zane Ratnayake,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,20ft
2024-07-29,Ruwani Mitchell,Very sturdy and feels safe to use. Highly recommended!,4,True,multi-purpose ladder,
2023-03-21,Benjamin Roberts,good product,4,True,multi-purpose ladder,20ft
2023-02-04,Shashika Martin,This ladder is compact and easy to carry around,5,True,multi-purpose ladder,12ft
2023-06-03,Ravindu Martin,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,False,multi-purpose ladder,16ft
2024-06-19,Dinesh Gomes,"A bit heavy to handle, but overall it does the job well",4,True,multi-purpose ladder,
2023-11-03,Lucas,good,3,True,step ladder,10ft
2024-07-19,Tilan,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,16ft
2024-03-05,Isuru Senanayake,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,8ft
2024-12-06,Nadeesha,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,4ft
2023-12-25,Ruwani Mendis,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,16ft
2025-01-14,Ruwani Johnson,Not satisfied. Expected better build quality.,2,True,multi-purpose ladder,20ft
2023-05-04,Ajantha Lewis,,3,True,multi-purpose ladder,12ft
2023-08-07,Lahiru Roberts,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,multi-purpose ladder,20ft
2024-08-28,James Jayasinghe,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,20ft
2024-07-24,,good,4,True,multi-purpose ladder,12ft
2023-10-16,Nadeesha,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,20ft
2024-12-22,Emma Williams,Easy to fold and store. Perfect for my small space!,4,False,multi-purpose ladder,20ft
2023-03-09,Grace Smith,"Good product, works as expected",3,False,step ladder,6ft
2024-09-07,Tharini Smith,The quality is excellent; I feel safe using it,4,True,step ladder,7ft
2023-06-19,Dilan Anderson,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,7ft
2024-11-27,Sophie Gunawardena,,3,True,step ladder,4ft
2023-04-04,Charlotte Taylor,The ladder feels a bit shakyNot worth the price,1,True,step ladder,5ft
2024-12-27,Ravindu Mahendran,"Good product, works as expected",4,True,step ladder,10ft
2024-04-30,Saniya Anderson,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,16ft
2024-12-21,Nirosha De Silva,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,8ft
2024-11-25,Lucas Wijesinghe,Not happy with the stability; it wobbles a bit,1,True,multi-purpose ladder,16ft
2024-06-24,Amelia,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,20ft
2024-08-25,James,The quality is excellent; I feel safe using it,3,True,multi-purpose ladder,20ft
2024-05-24,Charlotte Senanayake,Sturdy and reliable,5,True,step ladder,10ft
2023-02-01,Ravindu,The quality is excellent; I feel safe using it,3,True,,
2023-07-23,Sophie Roberts,,3,False,step ladder,5ft
2023-09-03,R. Mendis,The height is just right for cleaning and painting tasks,4,False,multi-purpose ladder,20ft
2023-11-25,Lahiru Gomes,The ladder feels a bit shakyNot worth the price,1,True,multi-purpose ladder,12ft
2025-01-09,Saniya,Sturdy and reliable,5,True,step ladder,5ft
2023-04-17,Saman,"Good product, works as expected",3,True,step ladder,4ft
2023-06-13,Maya Liyanage,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,4ft
2024-04-24,Saman Perera,Very sturdy and feels safe to use. Highly recommended!,4,False,step ladder,10ft
2024-03-17,,good,4,True,step ladder,6ft
2023-09-29,Saman,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,step ladder,4ft
2024-05-18,Nirosha Williams,"Good product, works as expected",4,True,step ladder,5ft
2023-09-09,Jessica,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,20ft
2024-10-03,,Not satisfied. Expected better build quality.,1,False,multi-purpose ladder,16ft
2024-11-26,Zane,good product,4,True,step ladder,6ft
2024-05-16,Zane Mahendran,,3,True,multi-purpose ladder,20ft
2023-12-28,Maya Gomes,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,12ft
2023-09-28,Ravindu Samarasinghe,,3,True,multi-purpose ladder,16ft
2024-05-09,Jessica Jayasinghe,,4,True,multi-purpose ladder,12ft
2023-04-22,Jessica,Sturdy and reliable,4,True,multi-purpose ladder,20ft
2023-07-23,R.,good product,4,True,multi-purpose ladder,20ft
2024-07-13,R.,,3,True,multi-purpose ladder,12ft
2023-03-15,A.K. De Silva,,3,True,multi-purpose ladder,20ft
2023-03-10,Nadeesha,Sturdy and reliable,4,False,multi-purpose ladder,20ft
2024-05-28,Ajantha Senanayake,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,12ft
2024-07-16,Saniya,"A bit heavy to handle, but overall it does the job well",3,False,step ladder,4ft
2024-08-17,Grace Jayasinghe,"Good product, works as expected",3,True,step ladder,8ft
2023-05-10,Saniya,Very sturdy and feels safe to use. Highly recommended!,4,True,step ladder,7ft
2023-07-31,Amelia Perera,Sturdy and reliable,4,True,step ladder,6ft
2024-09-24,Nirosha,good,3,True,,16ft
2023-01-20,Saman Liyanage,,3,True,step ladder,4ft
2024-09-17,Nishan,"Some scratches were present upon delivery, but it's functional",1,True,multi-purpose ladder,12ft
2023-03-16,Dilan Jayasinghe,The ladder feels a bit shakyNot worth the price,1,True,step ladder,
2024-02-27,Rohan,The ladder feels a bit shakyNot worth the price,2,True,multi-purpose ladder,12ft
2023-04-14,Ravindu Jayasinghe,good,3,False,step ladder,
2024-01-17,,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,8ft
2023-07-01,Chaminda Fernando,Sturdy and reliable,4,True,,16ft
2023-05-18,Ethan Perera,,3,True,multi-purpose ladder,20ft
2024-09-17,,good,3,True,step ladder,6ft
2023-12-16,Grace,The quality is excellent; I feel safe using it,4,False,multi-purpose ladder,20ft
2023-04-15,Ravindu Gunawardena,The height is just right for cleaning and painting tasks,3,False,multi-purpose ladder,16ft
2023-03-28,Tharini Liyanage,Sturdy and reliable,4,True,step ladder,5ft
2023-06-28,Saman Mendis,,3,True,multi-purpose ladder,20ft
2024-02-11,,Not satisfied. Expected better build quality.,1,True,multi-purpose ladder,16ft
2023-08-15,Dinesh Perera,Not happy with the stability; it wobbles a bit,2,True,multi-purpose ladder,20ft
2024-04-10,Dinesh Ratnayake,"Some scratches were present upon delivery, but it's functional",1,True,step ladder,7ft
2023-06-15,Chaminda,Easy to fold and store. Perfect for my small space!,4,True,multi-purpose ladder,12ft
2023-10-06,Jessica Harris,This ladder is compact and easy to carry around,4,True,step ladder,5ft
2023-02-12,Zane Anderson,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",2,True,step ladder,8ft
2023-05-27,Sophie Dias,good,3,True,multi-purpose ladder,20ft
2023-10-24,Nirosha,,3,True,multi-purpose ladder,20ft
2024-08-02,Tharini Brown,,3,False,multi-purpose ladder,16ft
2023-07-04,Rohan Mendis,good product,3,True,step ladder,5ft
2024-03-16,Kavindi Johnson,"A bit heavy to handle, but overall it does the job well",3,True,step ladder,5ft
2024-08-20,Rohan Perera,Very sturdy and feels safe to use. Highly recommended!,4,False,step ladder,4ft
2024-11-15,Tess Namal,"Good product, works as expected",4,True,multi-purpose ladder,12ft
2023-05-20,James,This ladder is compact and easy to carry around,5,False,multi-purpose ladder,16ft
2023-06-28,Nirosha,Very sturdy and feels safe to use. Highly recommended!,5,True,step ladder,6ft
2023-04-06,Grace Dias,"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1,True,,8ft
2024-04-09,Ravindu Liyanage,Sturdy and reliable,4,True,step ladder,10ft
