ID,Date,product_type,size,text,rating,sentiment
332,2024-06-23,Multi-purpose ladder,20ft,product quality good although certis delivery terrible lodge multiple complaints get delivered take note order seller wasnt really helpful well,5,-1
333,2024-07-20,Multi-purpose ladder,20ft,highly recommended genuine product,5,1
334,2025-01-14,Multi-purpose ladder,20ft,good item reasonable price thanks,5,1
335,2024-07-19,Multi-purpose ladder,20ft,ladder easy setup different configurations sturdy locks engaged even setup flat work platform configuration wiggle load,5,1
336,2024-10-26,Multi-purpose ladder,20ft,highly recommended,5,1
337,2024-04-25,Multi-purpose ladder,20ft,delivered days quality heavy duty product seen site quite satisfied,5,1
338,2024-08-31,Multi-purpose ladder,20ft,good build quality worth value spent,5,1
339,2024-08-21,Multi-purpose ladder,20ft,good item nice packing thanks daraz,5,1
340,2024-10-21,Multi-purpose ladder,20ft,good qulity fast deliver,5,1
341,2025-01-20,Multi-purpose ladder,20ft,situation precious multipurpos ladderthe goods pack nonsyrup,5,1
342,2024-07-30,Multi-purpose ladder,20ft,one best product ever purchased issue took time understand locking mechanism thanks product,5,1
343,2024-09-14,Multi-purpose ladder,20ft,good product package damaged delivery scratches,4,0
344,2024-10-23,Multi-purpose ladder,20ft,good quality greatly multi purposeshope durability also good,5,1
345,2024-09-21,Multi-purpose ladder,20ft,worst delivery service ever seen,3,-1
346,2024-11-09,Multi-purpose ladder,20ft,good quality,5,1
347,2024-08-10,Multi-purpose ladder,20ft,fantastic ladder well recommend thanks shop safe delivery,5,1
348,2024-09-05,Multi-purpose ladder,20ft,quality product recommended,5,1
349,2025-01-24,Multi-purpose ladder,20ft,good peoduct,5,1
350,2024-07-11,Multi-purpose ladder,20ft,ladder arrived safely time packed well probably much bubble wrap,4,1
351,2024-07-25,Multi-purpose ladder,20ft,superb high quality product strong steady,5,1
352,2024-04-24,Multi-purpose ladder,20ft,ok ft climbing less support wobbly beyond,3,1
353,2024-07-25,Multi-purpose ladder,20ft,good quality,5,1
354,2025-01-04,Multi-purpose ladder,20ft,unprofessional service,1,-1
355,2024-12-02,Multi-purpose ladder,20ft,discribe quality perfect made hard use thanks,5,1
356,2024-09-06,Multi-purpose ladder,20ft,big handle indoors however bad good heights,4,-1
357,2024-07-05,Multi-purpose ladder,20ft,good product,5,1
358,2024-07-21,Multi-purpose ladder,20ft,fast deliver good product,5,1
359,2024-07-26,Multi-purpose ladder,20ft,quality product,5,0
360,2024-06-17,Multi-purpose ladder,20ft,valuable product price,4,1
361,2024-05-31,Multi-purpose ladder,20ft,good product useful,5,1
362,2024-11-11,Multi-purpose ladder,20ft,value money,4,1
363,2024-09-22,Multi-purpose ladder,20ft,good quality description,5,1
364,2024-07-15,Multi-purpose ladder,20ft,great product useful many occasions,5,1
365,2024-11-03,Multi-purpose ladder,20ft,good condition,5,1
366,2024-07-05,Multi-purpose ladder,20ft,perfect product,5,1
367,2024-11-28,Multi-purpose ladder,20ft,good product,5,1
368,2024-06-01,Multi-purpose ladder,20ft,bad deliver comiunication paid card noone known wasted time late deliver,3,-1
369,2024-08-22,Multi-purpose ladder,20ft,delivered good condition,5,1
370,2024-09-09,Multi-purpose ladder,20ft,received multi purpose ladder good condition good quality product tested climb win,5,1
371,2025-01-25,Multi-purpose ladder,20ft,good condition happy product nice packaging requested easy payment months sampath cardbut checking card transactions visible please rectify,5,1
372,2024-10-22,Multi-purpose ladder,20ft,well packed cleaned aluminium dust item poor original packaging price high poor quality,3,-1
373,2024-07-07,Multi-purpose ladder,20ft,nice product really useful user friendly seller product highly recommended,5,1
374,2025-01-05,Multi-purpose ladder,20ft,high quality manufactured mannerit easy pay placecan packed small space,5,1
375,2024-10-16,Multi-purpose ladder,20ft,received product time delivery team helpful ladder actually strong hesitation recommend anyone interested thanks daraz swisstek,5,1
376,2024-10-07,Multi-purpose ladder,20ft,super product easy mange lightweight steady sway like ladders,5,1
377,2024-11-09,Multi-purpose ladder,20ft,absolutely fantasticquickcly received methis ladder usefullworth pricei recommemded product seller,5,0
378,2024-12-03,Multi-purpose ladder,20ft,even though product amazing service terrible one could say item given time nobody contacts courier unprofessional service took days deliver shipped came country terrible customer service,1,-1
379,2024-12-31,Multi-purpose ladder,20ft,receved ladder good condition thank bought sampath bank easy payment schemefor monthsbut checked statement bank chaged oncethey told inform make months instalments please make sure convert instalment payment,5,1
380,2024-09-27,Multi-purpose ladder,20ft,took long time deliver product good quality safely delivered good packing need kind advice change product smaller size product difficult handle inside house please let change product,5,1
381,2024-10-26,Multi-purpose ladder,20ft,fast delivery worth price good product totally guarantee product swissteck,5,1
382,2024-11-07,Multi-purpose ladder,20ft,amazing product high quality fully satisfied productgood home diy use recommended product,5,1
383,2024-05-07,Multi-purpose ladder,20ft,loved productthe warehouse person called make sure got good came well packed manner,5,1
384,2024-12-16,Multi-purpose ladder,20ft,nicely packed delivered time solid ladder thank u swisstek daraz ur tremendous service support,5,1
385,2024-06-13,Multi-purpose ladder,20ft,worth price highly satisfied swisstek kind enough call days get feedback upon usage overall great product,5,1
386,2024-07-14,Multi-purpose ladder,20ft,advertised good product durable home owner buy ft one instead ft little bit harder move around,5,1
387,2024-10-14,Multi-purpose ladder,20ft,used product six months tested ladder extreme conditions recommend superb product,5,1
388,2024-05-01,Multi-purpose ladder,20ft,didnt give bill warranty document even take signature ask nic number clame warranty required,5,1
389,2024-11-13,Multi-purpose ladder,20ft,really good one recommended thank great price bought shipping cost,5,1
390,2024-05-05,Multi-purpose ladder,20ft,good item price cannot handle one person alwsys keep one feet,5,1
391,2024-12-16,Multi-purpose ladder,20ft,good quality product described pay attention delivery took almost one month deliver going buy ask daraz sent abs courier,5,1
392,2024-06-04,Multi-purpose ladder,20ft,worth every penny spent,5,1
393,2024-11-29,Multi-purpose ladder,20ft,good product quality excellent,5,1
394,2024-09-06,Multi-purpose ladder,20ft,good product highly recommended,5,1
395,2024-09-17,Multi-purpose ladder,20ft,excellent product user friendly easy handle highly recommend delivered time,5,1
396,2024-09-06,Multi-purpose ladder,20ft,good product thanks,5,1
397,2024-07-14,Multi-purpose ladder,20ft,good product durable,5,1
398,2024-09-20,Multi-purpose ladder,20ft,good quality product user friendly changing configuration ladder,4,1
399,2024-07-30,Multi-purpose ladder,20ft,delivered days good quality packed well happy service quality,5,1
400,2024-12-03,Multi-purpose ladder,20ft,seems quality product hope last several years without issues,5,1
401,2024-07-01,Multi-purpose ladder,20ft,good product highly recommend seller well quality product well,5,1
402,2024-08-22,Multi-purpose ladder,20ft,thank,5,1
403,2024-11-30,Multi-purpose ladder,20ft,win,5,1
404,2024-11-07,Multi-purpose ladder,20ft,excellent product,5,1
405,2025-01-15,Multi-purpose ladder,20ft,good product,5,1
406,2024-06-06,Multi-purpose ladder,20ft,great,5,1
407,2024-05-10,Multi-purpose ladder,20ft,thanks,5,1
408,2024-12-03,Multi-purpose ladder,20ft,good product,5,1
409,2024-11-12,Multi-purpose ladder,20ft,honestly helpful product easy use compact one brought ft one,5,1
410,2024-10-28,Multi-purpose ladder,20ft,slowest deliver ever daraz orders product seems good,4,1
411,2025-01-20,Multi-purpose ladder,20ft,best service ive received daraz small dent step bar probably damaged delivery agents ladder perfectly usable however messaged seller without much hope surprise seller personally sent brand new ladder doorstep within working days also gifted extra set screws seller kind replies within minutes product really good strong price highly recommending seller product well,5,1
412,2024-11-15,Multi-purpose ladder,20ft,good bit hard set slow delivery time took days,5,1
413,2024-04-08,Multi-purpose ladder,20ft,good product delivery done within hours excellent service,5,1
414,2025-01-21,Multi-purpose ladder,20ft,really helpful well packed fast delivery thank daraz,5,1
415,2024-12-12,Multi-purpose ladder,20ft,rejected time finally ladder received good ladder,5,-1
416,2024-05-07,Multi-purpose ladder,20ft,good quality safe deliverythank daraz,5,1
417,2024-08-22,Multi-purpose ladder,20ft,super quality stuff think twice size want,5,1
418,2025-01-15,Multi-purpose ladder,20ft,good quality product would really recommend,5,1
419,2024-11-03,Multi-purpose ladder,20ft,feels sturdy locking mechanism bit stubborn,4,-1
420,2024-12-19,Multi-purpose ladder,20ft,really good product mentioned recommended seller,5,1
421,2024-04-10,Multi-purpose ladder,20ft,must item house highly recommended,5,1
422,2024-10-12,Multi-purpose ladder,20ft,good product delivery delayed one month,5,1
423,2024-04-07,Multi-purpose ladder,20ft,received good product worth money thanks,5,1
424,2024-06-05,Multi-purpose ladder,20ft,fast delivery described totally satisfied,5,1
425,2024-08-06,Multi-purpose ladder,20ft,man ladeer oder keruwa hodatama hodai thanks daraz,5,1
426,2025-01-03,Multi-purpose ladder,20ft,useful inningsa lot work done,5,1
427,2024-07-24,Multi-purpose ladder,20ft,placed order unfortunately didnt receive delivery status showing delivered,1,-1
428,2024-08-09,Multi-purpose ladder,20ft,product really good received within days,5,1
429,2024-10-26,Multi-purpose ladder,20ft,great quality product really happy buy,5,1
430,2024-07-05,Multi-purpose ladder,20ft,good product worth pricerecommend buy,5,1
431,2025-01-22,Multi-purpose ladder,20ft,good valuable product recommend seller,5,1
432,2024-07-18,Multi-purpose ladder,20ft,product described good quality satisfied,5,1
433,2025-01-25,Multi-purpose ladder,20ft,well packaged delivered useful ladder,5,1
434,2024-08-03,Multi-purpose ladder,20ft,genuine product valued price,5,1
435,2025-01-06,Multi-purpose ladder,20ft,well packing braned goods worth money,5,1
436,2024-08-29,Multi-purpose ladder,20ft,good itam man oder keruwa hodatama hodai,5,1
437,2024-12-02,Multi-purpose ladder,20ft,good quality well packed fast delivery,5,1
438,2024-04-13,Multi-purpose ladder,20ft,good product packed well delivered quickly,5,1
439,2024-12-15,Multi-purpose ladder,20ft,didnt get item please send,1,-1
440,2024-06-12,Multi-purpose ladder,20ft,really disappointed although installment payment methods mentioned installment facility,1,-1
441,2024-09-30,Multi-purpose ladder,20ft,fast delivery good product home use,5,1
442,2024-06-20,Multi-purpose ladder,20ft,good product heavy useful,5,1
443,2024-07-27,Multi-purpose ladder,20ft,quick deliver good quality thanks,5,1
444,2024-10-23,Multi-purpose ladder,20ft,good quality satisfied mt purchase,5,1
445,2024-04-21,Multi-purpose ladder,20ft,good quality satisfied mt purchase,5,1
446,2024-04-12,Multi-purpose ladder,20ft,highly satisfied item seller,5,1
447,2024-11-20,Multi-purpose ladder,20ft,good quality safely packed delivered,5,1
448,2024-08-24,Multi-purpose ladder,20ft,worth money good one recommended,5,1
449,2024-12-28,Multi-purpose ladder,20ft,excellent productquality excellent,5,1
450,2024-08-11,Multi-purpose ladder,20ft,thank daraz fast service,4,1
451,2024-11-14,Multi-purpose ladder,20ft,great product fast deliver good,5,1
452,2024-11-09,Multi-purpose ladder,20ft,item recieved pristine condition,5,0
453,2024-11-20,Multi-purpose ladder,20ft,delivered next day excellent product,5,1
454,2024-11-11,Multi-purpose ladder,20ft,ideal partner day today home works,5,1
455,2024-08-14,Multi-purpose ladder,20ft,excellent product delivered time,5,1
456,2024-06-07,Multi-purpose ladder,20ft,money well spent excellent ladder,5,1
457,2024-08-27,Multi-purpose ladder,20ft,item well packed works fine,5,1
458,2025-01-16,Multi-purpose ladder,20ft,good item receive days,5,1
459,2024-11-22,Multi-purpose ladder,20ft,recommended delivered qickly,5,1
460,2024-08-20,Multi-purpose ladder,20ft,happy product satisfied,5,1
461,2024-12-22,Multi-purpose ladder,20ft,well worth money,5,1
462,2024-11-02,Multi-purpose ladder,20ft,good product get amazing discount,5,1
463,2024-10-06,Multi-purpose ladder,20ft,good quality value money,5,1
464,2024-05-24,Multi-purpose ladder,20ft,good condition ladder thank,5,1
465,2024-05-22,Multi-purpose ladder,20ft,ladder damaged beyond use,1,-1
466,2025-01-25,Multi-purpose ladder,20ft,good useful product,5,1
467,2024-10-08,Multi-purpose ladder,20ft,nice n neat also useful one,5,1
468,2024-06-12,Multi-purpose ladder,20ft,quality product recommended,5,1
469,2024-04-28,Multi-purpose ladder,20ft,useful item good quality,5,1
470,2024-06-29,Multi-purpose ladder,20ft,highly recommend product,5,1
471,2024-12-26,Multi-purpose ladder,20ft,goodly good,5,1
472,2024-06-06,Multi-purpose ladder,20ft,nice product shipped quickly,5,1
473,2024-11-21,Multi-purpose ladder,20ft,good product value money,5,1
474,2024-08-01,Multi-purpose ladder,20ft,quick delivery within two days,5,0
475,2025-01-02,Multi-purpose ladder,20ft,good product worth money,5,1
476,2024-10-23,Multi-purpose ladder,20ft,useful productim happy,5,1
477,2025-01-18,Multi-purpose ladder,20ft,sturdy easy use,5,1
478,2024-10-08,Multi-purpose ladder,20ft,recommended quality product,5,1
479,2024-11-13,Multi-purpose ladder,20ft,thanks darazsgood product,5,1
480,2024-08-12,Multi-purpose ladder,20ft,good product fast delivery,5,1
481,2024-11-12,Multi-purpose ladder,20ft,item great condition,5,1
482,2024-10-02,Multi-purpose ladder,20ft,verry good productthanks,5,1
483,2024-08-12,Multi-purpose ladder,20ft,excellent product service,5,1
484,2024-11-21,Multi-purpose ladder,20ft,good quality recommended,5,1
485,2024-05-04,Multi-purpose ladder,20ft,good product thank,5,1
486,2024-08-03,Multi-purpose ladder,20ft,good product fast delivery,5,1
487,2024-09-16,Multi-purpose ladder,20ft,bit damaging allright,5,-1
488,2024-05-04,Multi-purpose ladder,20ft,good product recommended,5,1
489,2024-12-02,Multi-purpose ladder,20ft,good solid product,5,1
490,2024-05-31,Multi-purpose ladder,20ft,good product thank,5,1
491,2024-12-28,Multi-purpose ladder,20ft,good quality product,5,1
492,2025-01-09,Multi-purpose ladder,20ft,good quality product,5,1
493,2024-07-08,Multi-purpose ladder,20ft,good quality product,5,1
494,2024-06-17,Multi-purpose ladder,20ft,good quality product,5,1
495,2024-09-06,Multi-purpose ladder,20ft,good quality product,5,1
496,2024-08-09,Multi-purpose ladder,20ft,everything fine,5,1
497,2024-05-08,Multi-purpose ladder,20ft,handy product,5,0
498,2024-06-24,Multi-purpose ladder,20ft,awesome product,5,1
499,2024-12-27,Multi-purpose ladder,20ft,pretty good,5,1
500,2024-10-12,Multi-purpose ladder,20ft,good product,5,1
501,2024-07-25,Multi-purpose ladder,20ft,average quality,3,0
502,2024-05-30,Multi-purpose ladder,20ft,product good,5,1
503,2024-10-18,Multi-purpose ladder,20ft,quality product,5,0
504,2024-08-18,Multi-purpose ladder,20ft,good product,5,1
505,2024-11-12,Multi-purpose ladder,20ft,worth price,5,1
506,2024-05-02,Multi-purpose ladder,20ft,good product,5,1
507,2024-04-12,Multi-purpose ladder,20ft,quality product,5,0
508,2025-01-30,Multi-purpose ladder,20ft,fast delivery,5,0
509,2024-11-07,Multi-purpose ladder,20ft,good quality,5,1
510,2024-06-22,Multi-purpose ladder,20ft,good product,5,1
511,2024-05-30,Multi-purpose ladder,20ft,described,5,0
512,2024-05-29,Multi-purpose ladder,20ft,good product,5,1
513,2024-08-07,Multi-purpose ladder,20ft,great product,5,1
514,2024-09-03,Multi-purpose ladder,20ft,good product,5,1
515,2025-01-13,Multi-purpose ladder,20ft,good product,5,1
516,2024-09-17,Multi-purpose ladder,20ft,good product,5,1
517,2024-06-02,Multi-purpose ladder,20ft,good product,5,1
518,2024-06-16,Multi-purpose ladder,20ft,good product,5,1
519,2024-10-09,Multi-purpose ladder,20ft,good product,5,1
520,2024-05-11,Multi-purpose ladder,20ft,fast delivery,5,0
521,2024-11-02,Multi-purpose ladder,20ft,good product,5,1
522,2024-09-08,Multi-purpose ladder,20ft,soo helpful,5,1
523,2024-06-11,Multi-purpose ladder,20ft,product good,5,1
524,2024-06-08,Multi-purpose ladder,20ft,good product,5,1
525,2024-06-14,Multi-purpose ladder,20ft,recommended,5,1
526,2024-07-08,Multi-purpose ladder,20ft,cannot safely used scaffolding setting scaffolding setting unbalanced dangerous use ladder good,1,-1
527,2024-11-11,Multi-purpose ladder,20ft,middle hinges bending using straight mode stiffness lessafraid climbbut use shape without issue,2,1
528,2024-06-01,Multi-purpose ladder,20ft,thank,5,1
529,2024-06-29,Multi-purpose ladder,20ft,niyamai,5,0
530,2024-05-28,Multi-purpose ladder,20ft,good work,5,1
532,2024-07-17,Multi-purpose ladder,20ft,perfect,5,1
533,2025-01-05,Multi-purpose ladder,20ft,great,5,1
534,2025-01-02,Multi-purpose ladder,20ft,super,5,1
535,2024-04-12,Multi-purpose ladder,20ft,thanks,5,1
536,2024-04-12,Multi-purpose ladder,20ft,good,5,1
537,2024-06-27,Step ladder,10ft,uploaded pictures received product please see decide busy daraz product average quality shipping service keeps getting late call several times get item delivered customer service seller like okay sir yes sir thank sir mean professional buyer asks item answer got item received damages dont know damaged unwrap packaging cut one leg ladder shipping service lateand hurry dont know cant recommend certis lanka sitrek something anyone youre bargain hunter like please purchase directly dealeroverall shopping experience good really sorry,4,1
538,2024-06-16,Step ladder,10ft,greate value price built quality reasonable super sturdy shipping daraz slow took longer time receive need improve shipping time larger goods daraz,4,1
539,2024-12-27,Step ladder,10ft,grate quality ladder stady light weight,5,0
540,2024-09-13,Step ladder,10ft,entire ladder well packedalso delivery sent concessionary price carebut days dilithanks swismek drazz,5,1
541,2024-12-05,Step ladder,10ft,order securelythanks swisstek dures,5,0
542,2024-09-15,Step ladder,10ft,time local delivery time long even though ladder reached jaffna friday th transportation within took another days communication delivery agent poor wasted two whole days waiting delivery quality ladder good seller response satisfied,5,-1
543,2024-08-10,Step ladder,10ft,received good condition received fast thanks lot,5,1
544,2024-05-17,Step ladder,10ft,excellent well packed delivered due date,5,1
545,2024-08-09,Step ladder,10ft,good service strong quality ladderthanks,5,1
546,2024-06-15,Step ladder,10ft,one two years came review product still good,4,1
547,2024-04-16,Step ladder,10ft,hi quality low price,5,-1
548,2024-05-01,Step ladder,10ft,good product,5,1
549,2024-05-25,Step ladder,10ft,perfect,5,1
550,2024-06-14,Step ladder,10ft,good,5,1
551,2024-10-06,Step ladder,10ft,purchased feet swissttek ladder les one month brokened shape made complain direct customer service wont accept complain told come daraz please kindly attend matter reply immediately kprohan pathirana,1,1
552,2024-08-19,Step ladder,10ft,super,5,1
553,2024-05-23,Step ladder,10ft,daraz shame pick servicevery poor cordinating collecting teamseven seller agreed refund payment since th may still failed arrange pick collect return almost weeksnothing happen even hv updated returnis feet ladderyou send bike riders collect itwhat joke daraz r wasting time asking location every day collect purchased take every effort deliver goods within days see history daraz happened dont hv interest gain dont actively intervene l take never give,5,-1
554,2024-05-14,Step ladder,10ft,good ledder use st floor suitable ground floor height much ftftft ok ground floor,5,1
555,2024-07-10,Step ladder,10ft,good quality,5,1
556,2024-04-29,Step ladder,10ft,great product,5,1
557,2024-12-24,Step ladder,10ft,swisstec step ladder delivered well ahead time great service comment product using tilak piyaratne,5,1
558,2025-01-15,Step ladder,10ft,thank best service,5,1
559,2024-06-22,Step ladder,10ft,even though well packed scratches product good though fast delivery,4,1
560,2024-11-09,Step ladder,10ft,good,5,1
561,2024-11-20,Step ladder,10ft,received expected issue delivery fully bubble wrapped package,5,0
562,2024-10-21,Step ladder,10ft,quality productexactly given picture satisfied,5,1
563,2024-05-16,Step ladder,10ft,ordered th may still received,5,0
564,2025-01-12,Step ladder,10ft,good product fast delivery thank,5,1
565,2024-12-29,Step ladder,10ft,good product delivery slow,5,1
566,2024-07-03,Step ladder,10ft,ladder strong poor design leg angle larger,1,1
567,2024-11-21,Step ladder,10ft,product okay price,4,1
568,2024-09-21,Step ladder,10ft,good product recommended,5,1
569,2025-01-06,Step ladder,10ft,product quality good,5,1
570,2024-07-28,Step ladder,10ft,good quality product,5,1
571,2024-11-24,Step ladder,10ft,thanksgood quality,5,0
572,2024-04-29,Step ladder,10ft,good build quality,5,1
573,2025-01-30,Step ladder,10ft,best product,5,1
575,2024-08-21,Step ladder,10ft,good product,5,1
576,2024-06-03,Step ladder,10ft,decent product,5,0
577,2024-04-20,Step ladder,10ft,good,5,1
578,2025-01-01,Step ladder,10ft,solid ladder,5,1
579,2024-12-21,Step ladder,10ft,good product,5,1
580,2024-06-11,Step ladder,10ft,good quality,5,1
581,2024-05-09,Step ladder,10ft,good,5,1
582,2024-10-18,Step ladder,10ft,good,5,1
583,2024-11-09,Step ladder,4ft,ladder delivered carefully fast product good negative comment seller cleaned top ladder shipping dirty one expects purchasing unusednew item win,4,1
584,2024-05-23,Step ladder,4ft,handy item used kitchen rooms take things tall cupboards essay carry sharp edges could minor injuries expect reputed manufacturer take serious improve final touches products,4,1
585,2024-06-04,Step ladder,4ft,thanks daraz new immediate dust,5,1
586,2024-07-12,Step ladder,4ft,good sweet good,5,1
587,2024-12-26,Step ladder,4ft,good received good packaging,5,1
588,2024-07-04,Step ladder,4ft,good quality,5,1
589,2024-11-05,Step ladder,4ft,good quality,5,1
590,2024-04-21,Step ladder,4ft,sturdy ladder edges bit sharp worth price gets job done,4,1
591,2024-07-14,Step ladder,4ft,good product,5,1
592,2024-10-08,Step ladder,4ft,good,5,1
593,2024-08-17,Step ladder,4ft,win good,5,1
594,2024-12-16,Step ladder,4ft,good,5,1
595,2024-06-29,Step ladder,4ft,great product,5,1
596,2024-05-21,Step ladder,4ft,premium quality safety packing damages scratches thanks swisstek daraz win,5,1
597,2024-06-21,Step ladder,4ft,product good took extra long time deliver probably due diesel crisis country,5,-1
598,2025-01-17,Step ladder,4ft,dont buy anything seller support purchaseim disapointed dont buy anything,1,1
599,2024-11-11,Step ladder,4ft,good product fast delivery,5,1
600,2024-08-22,Step ladder,4ft,highly recommend product seller,5,1
601,2024-04-17,Step ladder,4ft,hodai haiyath hodai eth curie charter,4,0
602,2024-10-04,Step ladder,4ft,strong ladder worth money,5,1
603,2025-01-24,Step ladder,4ft,opening angle bit small,3,0
604,2024-06-17,Step ladder,4ft,heavy duty useful thank,5,1
605,2024-09-28,Step ladder,4ft,handy use home,5,0
606,2024-07-21,Step ladder,4ft,damage step,2,-1
607,2024-06-28,Step ladder,4ft,excellent b win,5,1
608,2024-09-18,Step ladder,4ft,good product,5,1
609,2024-10-17,Step ladder,4ft,good,5,1
610,2024-07-16,Step ladder,6ft,perfect delivered good quality worth money thanks daraz swiss technology,5,1
611,2024-06-25,Step ladder,6ft,product joints fix delivery,5,0
612,2024-08-12,Step ladder,6ft,thankyou daraz swisstek company good packing speed delivery reasonable price use daraz promo voucher gems recommend product,5,1
613,2024-05-10,Step ladder,6ft,product described listing well packed fully worth price overall finishing good need highlight failure quality check reverts left shaped edges endup painful scrachs image attached improvement suggestion would great manufacture add rubber cover edges top step,5,1
614,2024-07-24,Step ladder,6ft,good product recommend seller,5,1
615,2024-12-28,Step ladder,6ft,superb,5,1
616,2024-12-10,Step ladder,6ft,good finish valuable product low price well packing seller communications well thank daraz seller,5,1
617,2024-12-26,Step ladder,6ft,good rapping quality good supply swisstek company,5,1
618,2024-09-23,Step ladder,6ft,ft step ladder delivered yesterday packing good rs sale thanks seller,5,1
619,2025-01-16,Step ladder,6ft,wrong item delivered send one ladder one ladder take,5,-1
620,2025-01-20,Step ladder,6ft,fast delivery product ok well packed use full product like,5,1
621,2024-07-28,Step ladder,6ft,received nicely packed good condition well according description shortfalls notised durability checked use tnx,5,1
622,2024-11-15,Step ladder,6ft,good product nicely packingdaraz delivery service also gooddont get fear buy product sellergood qualitythank u much seller daraz,5,1
623,2025-01-12,Step ladder,6ft,good product seller warranty delivered carefully without damage ordered another ladder got delivered,5,1
624,2024-12-19,Step ladder,6ft,superpudt came great better nowits brought work get started,5,1
625,2024-06-04,Step ladder,6ft,packaging excellent damage item quality superb quality worth amount worth itat time purchased worth price almost double time recommending highly recommended note delivery got dealy due fuel situation,5,1
626,2024-12-08,Step ladder,6ft,good one well packed worthy money satisfied,5,1
627,2025-01-24,Step ladder,6ft,light weight build neat durability depends lightbuse guess worth price,5,1
628,2024-10-28,Step ladder,6ft,good recommend product,5,1
629,2024-07-11,Step ladder,6ft,highly recommend using year win,5,1
630,2024-08-10,Step ladder,6ft,superb item thanks,5,1
631,2024-10-24,Step ladder,6ft,good product seller warraty carefully delivered without damage,5,1
632,2024-09-15,Step ladder,6ft,good quality ladder mentioned description everything good win,5,1
633,2024-07-11,Step ladder,6ft,really good affordable price everything looks great ill recommend anyone problem delivery delay fine,5,1
634,2024-04-12,Step ladder,6ft,strong product recommended buy,5,1
635,2024-08-03,Step ladder,6ft,matches description fast delivery good worthy product thank daraz win,5,1
636,2025-01-10,Step ladder,6ft,good product,5,1
637,2024-04-14,Step ladder,6ft,step ladder really good price nothing complain,5,1
638,2024-06-10,Step ladder,6ft,superb,5,1
639,2024-12-15,Step ladder,6ft,thick worth price,4,1
640,2024-12-31,Step ladder,6ft,good product worth price,5,1
641,2024-09-05,Step ladder,6ft,well packed good product recommended,5,1
642,2025-01-09,Step ladder,6ft,good quality thanks daraz,5,1
643,2024-10-26,Step ladder,6ft,well time use,5,1
644,2024-09-29,Step ladder,6ft,good product,5,1
645,2025-01-17,Step ladder,6ft,well packing,5,1
646,2024-08-11,Step ladder,6ft,good product delivered time good condition,5,1
647,2024-04-07,Step ladder,6ft,thank much quality step ladder fast delivery,5,1
648,2024-04-06,Step ladder,6ft,good iam satisfied,5,1
649,2024-04-19,Step ladder,6ft,much time take delivery,5,0
650,2024-07-08,Step ladder,6ft,item damaged received,1,-1
651,2025-01-23,Step ladder,6ft,superb fast delivery,5,1
652,2024-08-09,Step ladder,6ft,product worth money,5,1
653,2024-06-06,Step ladder,6ft,product worth money,5,1
654,2024-11-14,Step ladder,6ft,great product,5,1
655,2025-01-03,Step ladder,6ft,good product,5,1
656,2024-12-12,Step ladder,6ft,satisfied,5,1
657,2025-01-02,Step ladder,6ft,delivery service chap deplorable manners,4,0
658,2024-11-06,Step ladder,6ft,good product,5,1
659,2024-05-02,Step ladder,6ft,good,5,1
660,2024-10-20,Step ladder,6ft,good quality,5,1
661,2024-05-18,Step ladder,6ft,good quality original product shipped without issue damages,5,1
662,2024-07-13,Step ladder,6ft,good product thanks,5,1
663,2024-04-18,Step ladder,6ft,advertised thank,5,1
664,2024-04-12,Step ladder,6ft,good product fast delivery,5,1
665,2024-05-04,Step ladder,6ft,great,5,1
666,2024-11-14,Step ladder,6ft,delivery service standard n got delayed,4,-1
667,2024-06-05,Step ladder,6ft,good product offers great value money quick hassle free deliver delivered safely packed product brand new condition,5,1
668,2024-05-04,Step ladder,6ft,product good quality delivery service fell short bad customer service went almost km pick item,4,-1
669,2024-04-11,Step ladder,6ft,good product worth money well packed,5,1
670,2024-09-10,Step ladder,6ft,good product,5,1
671,2024-09-11,Step ladder,6ft,worth money,5,1
672,2024-08-19,Step ladder,6ft,well packed delivered promptly thanks seller daraz,5,1
673,2024-09-10,Step ladder,6ft,ladder eka patta,5,0
675,2024-05-12,Step ladder,6ft,good quality,5,1
676,2024-11-15,Step ladder,6ft,supiri,5,0
677,2024-08-05,Step ladder,6ft,great,5,1
678,2024-04-08,Step ladder,6ft,good quality,4,1
679,2024-11-05,Step ladder,6ft,finish upto foreign standards al edges smoothened properly,5,0
680,2024-11-02,Step ladder,6ft,light weight strong quality ladder useful household needs,5,1
681,2024-12-06,Step ladder,6ft,delivery lateitem good,4,1
682,2024-11-13,Step ladder,6ft,good,4,1
683,2024-09-11,Step ladder,6ft,amazing product durable good quality,5,1
684,2024-04-29,Step ladder,6ft,excellent product,5,1
685,2024-09-10,Step ladder,6ft,received good condition delivery partner verify supportful item best recommended fie others thanks,5,1
686,2024-09-10,Step ladder,6ft,st ordered ft ladder without delivering days cancelled order delivery attempted fail home didnt go anywhere lost discount order ft ladder amount delivery super fast delivered within days,5,1
687,2024-06-02,Step ladder,6ft,excellent product value money speed delivery expected good delivery service friendly behaviour,5,1
688,2024-07-27,Step ladder,6ft,good company expected reputed company u get good products thank mrslouise pereira,5,1
689,2024-05-17,Step ladder,6ft,poor quality never thought bad really scared climb feel like break part one leg bended received ladder,2,-1
690,2024-11-01,Step ladder,6ft,doesnt look sturdy may last long dont carefully use folding smooth,3,-1
